Model_Name,Accuracy,Training_Time_ms,Precision_WIN,Recall_WIN,F1_WIN,Precision_LOSS,Recall_LOSS,F1_LOSS,CM00,CM01,CM10,CM11
Weka RandomForest (10-fold CV),0.652128,162450,0.677194,0.844898,0.751807,0.564274,0.332765,0.418646,7616,15271,5881,32036
